CODIGO;DESCRICAO;  CUSTO   
303241; AMARELO SECAGEM TRAÇO RESIST.QUÍMICA ; 33,21 
303242; OCRE MONO EXTERNO 720-C ; 21,29 
303243; LARANJA MONO EXTERNO 1555-C ; 20,48 
303244; OCRE EXTERNO EQUINO 80 PLUS(AM) ; 25,20 
303245; VERDE EXTERNO PE BRANCO 350-C ; 24,88 
303246; CINZA EXTERNO WARM GRAY 11-C ; 19,21 
303247; LILAS MONO EXTERNO 2063-C ; 24,61 
303248; VERDE MONO EXTERNO 3165-C ; 26,64 
303249; VERDE EXTERNO PE TRANP.375-C ; 27,17 
303250; ROSA MONO EXTERNO 4068-C ; 20,00 
303251; VINHO MONO EXTERNO 1955-C ; 24,19 
303252; LARANJA LAM PIG.BRANCO 151-C  16/34 ; 38,37 
303253; AMARELO LAM PE BRANCO 123-C  166 ; 25,71 
303254; AZUL LAM PET 2746-C  5/5 ; 43,63 
303255; VERMELHO EXTERNO PIG.BRANCO 485-C ; 30,41 
303256; BRANCO LAMINAÇÃO COIM ; 19,38 
303257; VERDE LAM BRUSKY FILHOTES(AM)  24/2 ; 27,05 
303258; VERDE MONO LAM CBS(P376)  10/5 ; 28,37 
303259; AZUL LAM RINTHY(P542)   ; 26,09 
303260; CINZA LAM RINTHY(AM)   ; 19,52 
303261; LARANJA LAM BOVITEGE(AM)   ; 30,76 
303262; AZUL LAM PROTEGE(AM)  28/35 ; 33,65 
303263; VERMELHO LAM BRIGHT RED C 10/35 ; 33,06 
303264; LARANJA LAM PET 152-C   ; 29,95 
303265; VERDE EXTERNO INCOBIO(P376) ; 27,99 
303266; VERDE EXERNO INCOBIO(P7735) ;
303267; VERDE EXTERNO INCOBIO(P347) ; 26,52 
303268; OURO LAM BLUE RICE(AM)  16/41 ; 35,90 
303269; AZUL LAM S/CALÇO 7463-C  47 ; 34,69 
303270; AZUL EXTERNO PE TRANP. 7694-C ; 30,96 
303271; AZUL EXTERNO PE TRANSP.7546-C ; 30,40 
303272; VERMELHO LAM 1788-C  77 ; 21,87 
303273; AMARELO LAM PE BRANCO 108-C  16/27 ; 28,52 
303274; LARANJA LAM PE TRANP.152-C  128 ; 32,92 
303275; AZUL MONO LAM 3553-C  15/22 ; 35,11 
303276; VERDE MONO LAM 2256-C  171 ; 26,90 
303277; VERDE LAM PE BRANCO 356-C  17 ; 30,56 
303278; VERDE LAM RAGUIFE(AM)   ; 27,54 
303279; AZUL LAM GRASP(P541)  2/26 ; 34,42 
303280; AZUL MONO LAM 7843-C ;  R$-    
303281; OURO FLINT LAM PIRACEMA(AM)   ; 49,95 
303282; MARROM MONO LAM 725-C  98 ; 26,55 
303283; VERDE MONO LAM 2426-C ; 29,92 
303284; AZUL MONO LAM 2388-C ; 24,94 
303285; VERMELHO LAM P.BRANCO 207-C  104 ; 26,95 
303286; AZUL MONO LAM 3581-C  26/3 ; 39,83 
303287; VERDE MONO EXTERNO 3272-C ; 26,30 
303288; AZUL MONO LAM 2183-C  13 ; 27,67 
303289; CINZA LAM RINTHY FRANGO(AM)   ; 18,17 
303290; LARANJA LAM TRIGO E MEL(AM)  ; 33,63 
303291; CINZA LAM RINTHY PREMIUM(AM)   ; 20,05 
303292; AZUL EXTERNO PE BRANCO 300-C ; 30,78 
303293; CINZA MONO LAM AGRODEZ(AM)  5/39 ; 27,82 
303294; AZUL LAM PE TRANSP. 2935-C  16/5 ; 32,61 
303295; VERDE MONO LAM AGRODEZ(AM)  15/4 ; 27,88 
303296; OURO MONO LAM AGRODEZ(AM)  266 ; 35,50 
303297; VERNIZ BARREIRA A OXIGÊNIO (BASE ÁGUA) ; 33,20 
303298; PRIMER GECKO ADDITIVE-GP ALU ; 148,56 
303299; MARROM MONO LAM 7588-C  12/38 ; 27,24 
303300; VERDE EXTERNO 324-C ; 19,70 
303301; MARROM MONO EXTERNO 175-C ; 28,51 
303302; VERNIZ BI-COMPONENTE BRILHO HUBER 83%7% ; 48,45 
303303; VERMELHO MONO EXTENO 711-C ; 29,79 
303304; OURO FLINT LAM SUPER DOG(AM)  8/37 ; 45,25 
303305; VERMELHO LAM PE BRANCO 1795-C  2/33 ; 29,93 
303306; AMARELO EXTERNO 605-C ; 27,29 
303307; MARROM LAM CHEF MULLER(AM)  2/32 ; 26,96 
303308; VERMELHO LAM REI ARTHUR(AM)  13/23 ; 28,79 
303309; AZUL LAM SANTA CLARA(AM)   ; 34,28 
303310; AZUL MONO LAM DARK BLUE-C  6 ; 37,90 
303311; AZUL LAM PE BRANCO 285-C  201 ; 31,44 
303312; AZUL LAM PE BRANCO 7686-C   28/28 ; 32,48 
303313; AZUL LAM PE BRANCO 540-C  14 ; 34,42 
303314; VERDE MONO LAM 5605-C  ; 29,14 
303315; AZUL MONO EXTERNO 2757-C ; 38,25 
303316; AZUL EXTERNO PE TRANSP. 286-C ; 37,92 
303317; VERNIZ HUBER MATTE MUFFATO-C FOSCO ; 45,88 
303318; VERMELHO EXTERNO PE TRANSP.186-C ; 28,83 
303319; AZUL EXTERNO PE TRANSP.654-C ; 34,68 
303320; AZUL MONO EXTERNO 5463-C ; 27,15 
303321; LILAS MONO LAM 2092-C  38 ; 28,22 
303322; VERMELHO EXTERNO 3517-C ; 29,43 
303323; AZUL EXTERNO PRÍNCIPE(P654) ; 33,27 
303324; AMARELO LAM BOPP MATTE 123-C  52 ; 29,25 
303325; VERMELHO LAM BOPP MATTE 1788-C  1/35 ; 31,60 
303326; AZUL LAM BOPP MATTE 286-C   ; 45,86 
303327; AZUL LAM WOOFRESH(P286)  1/5 ; 44,52 
303328; VERMELHO LAM COZINHA FÁCIL(AM)  2/4 ; 33,45 
303329; VERDE LAM ANSWER(P7466)  2/6 ; 29,28 
303330; VERDE LAM ANSWER(P362)  2/7 ; 30,96 
303331; VERDE LAM P.BRANCO 369-C  4/32 ; 27,62 
303332; VERDE LAM P.BRANCO 371-C  13/7 ; 25,01 
303333; VERDE LAM P.BRANCO 367-C  72 ; 23,05 
303334; VERNIZ HUBER NUTRISABOR MATTE(AM) ; 43,85 
303335; AZUL LAM QUIMTIA(P7463)  5/3 ; 36,74 
303336; AZUL LAM NUVILAB(P285)  3/9 ; 36,87 
303337; AZUL MONO EXTERNO 7455-C ; 35,77 
303338; AMARELO MONO EXTERNO 803-C ; 28,42 
303339; ROSA MONO EXTERNO 1895-C ; 22,03 
303340; VERDE MONO LAM 564-C   ; 20,29 
303341; VERDE MONO LAM 562-C  13/24 ; 31,23 
303342; AZUL MONO LAM 628-C  17/38 ; 20,05 
303343; VERMELHO LAM PE TRANSP.187-C  7/32 ; 28,52 
303344; OURO LAM DMAIS(AM)  91 ; 37,24 
303345; AMARELO EXTERNO PE TRANSP.109-C ; 33,11 
303346; AZUL MONO LAM PET 285-C   ; 38,04 
303347; LARANJA MONO LAM NHOCK(AM)  7/40 ; 27,48 
303348; VERDE RESISTÊNCIA QUÍMICA 318-C ; 22,14 
303349; LILAS MONO EXTERNO 8100-C ; 18,81 
303350; MARROM MONO LAM 7596-C 12/8 ; 29,01 
303351; MARROM EXTERNO MUFFATO(AM) ; 24,86 
303352; VERMELHO LAM P.BRANCO 485-C   ; 31,53 
303353; OURO LAM FLINT BRASFISH(AM)   ; 49,93 
303354; CINZA MONO LAM 421-C 26/40 ; 18,61 
303355; LARANJA LAM P.BRANCO 1575-C  3/40 ; 33,01 
303356; MARROM MONO LAM 1685-C 21/5 ; 23,88 
303357; OCRE MONO LAM 4006-C ; 20,62 
303358; AZUL MONO LAM 277-C  3/41 ; 19,77 
303359; AMARELO MONO LAM 803-C ;  R$-    
303360; VERDE RESISTÊNCIA QUÍMICA 3405-C ; 30,07 
303361; OCRE MONO LAM 728-C  21 ; 19,12 
303362; AZUL ESC LAM RESISTENCIA MIGRACÃO VALE DO PARDO (P280) ; 43,26 
303363; PRATA LAM RESISTENCIA MIGRACÃO VALE DO PARDO (P877) ; 46,43 
303364; VERDE LAM PIG.BRANCO 2279-C  8/41 ; 27,05 
303365; AZUL LAM PIG.BRANCO 2768-C  1/41 ; 41,66 
303366; AMARELO LAM PIG.BRANCO 7408-C  18/3 ; 29,08 
303367; VERMELHO LAM RET.KIARROZ-C  18/8 ; 29,16 
303368; VERDE RESISTÊNCIA QUÍMICA 7490-C ; 24,63 
303369; VERDE RESISTÊNCIA QUÍMICA 363-C ;  R$-    
303370; AZUL LAM PE TRANSP.2767-C  2/35 ; 44,34 
303371; AZUL LAM CHAPADO TIO ARTHUR(AM)  2/22 ; 43,96 
303372; OURO LAM FLINT TIO ARTHUR(AM)  6/34 ; 44,71 
303373; VERDE LAM PIG.BRANCO 348-C  26/2 ; 29,34 
303374; VERDE LAM PIG.BRANCO 375-C  11/25 ; 27,15 
303375; AZUL LAM PE TRANSP.288-C  20/5 ; 40,93 
303376; AZUL LAM RESISTÊNCIA MIGRAÇÃO 2145-C ; 26,89 
303377; LARANJA LAM RESISTÊNCIA MIGRAÇÃO 716-C ; 35,06 
303378; VERMELHO LAM RESISTÊNCIA MIGRAÇÃO 2347-C ; 92,97 
303379; LARANJA LAM PE BRANCO 716-C  8/28 ; 31,97 
303380; LARANJA LAM RETÍCULA(P716)   ; 31,97 
303381; VERDE MONO LAM BRUSKY(AM)  3/24 ; 24,04 
303382; VERMELHO RES.MIGRAÇÃO MILK TOP-C ; 88,01 
303383; AZUL LAM RESISTÊNCIA MIGRAÇÃO 3015-C ; 40,38 
303384; BRANCO SUN CHEMICAL ALTO BRILHO FLEX BAZ:FJ36 - 91732212 ; 15,31 
303385; BRANCO PW06 FX SUNYMAX EXT.:FJ36 - 90348111 ; 17,71 
303386; BRANCO TOYO INK PW06 - FX RIVET HG EXT 281221/B - FXRVT1047/B ; 21,64 
303387; VERDE MONO LAM 5753-C  17/32 ; 24,88 
303388; LILÁS RESISTÊNCIA QUÍMICA 2593-C ; 33,95 
303389; VERDE MONO LAM 7490-C  133 ; 21,72 
303390; AZUL LAM PET PROCESS BLUE-C  95 ; 26,24 
303391; AMARELO LAM PE BRANCO 7409-C  4/22 ; 31,93 
303392; AZUL LAM PE TRANSP.2945-C  12/37 ; 35,97 
303393; MARROM MONO LAM 723-C  9/22 ; 26,01 
303394; SALMAO MONO LAM 162-C 14/22 ;  R$-    
303395; VERNIZ SOBRE IMPRESSÃO BARREIRA TOYO HG BC 211019 - FXVNZ0025/B ; 43,65 
303396; ROSA MONO LAM  2337-C 108 ; 18,14 
303397; ROSA MONO LAM 4057-C 14/27 ; 20,61 
303398; MARROM MONO EXTERNO 1615-C ; 28,27 
303399; ROSA MONO LAM 4068-C 7/6 ; 19,23 
303400; AZUL CEREAL REFLEX BLUE-C ; 44,68 
303402; VERDE MONO LAM 2251-C 4/23 ; 25,83 
303403; CINZA LAM NUTRIMENTAL(AM)  5 ; 25,99 
303404; AMARELO LAM PE TRANSP.7406-C  8/23 ; 29,37 
303405; AMARELO MONO LAM 7564-C  17/36 ; 29,61 
303406; VERDE RESISTÊNCIA QUÍMICA 3561-C ; 29,13 
303407; VERDE  RESISTÊNCIA QUÍMICA 7749-C ; 24,53 
303408; MGA SPECIFIC BARRIERE GLOSS -58MGA9003-0546 ; 43,12 
303409; BARRIER LACQUER (LAMINATION)70GS552809 UV-B ; 228,16 
303410; HYDRO-LAC GA Barrier Coating O2 Var2 - 70HX673266-B ; 33,51 
303411; PRIMER FOR O2-BARRIER VAR 1.GP- 70GX685696 ; 135,11 
303412; AMARELO EXTERNO YELLOW 012-C ; 28,56 
303413; VERDE MONO LAM 3507-C  11/24 ; 26,35 
303414; ROSA CEREAL 4068-C ;  R$-    
303415; VINHO CEREAL 1955-C ;  R$-    
303416; VERDE MONO LAM 7730-C  55 ; 23,19 
303417; AMARELO LAM PE BRANCO 136-C  6/28 ; 28,11 
303418; LARANJA EXTERNO PE TRANSP.1385-C ;
303419; LILAS MONO LAM 2071-C  251 ; 30,58 
303420; OCRE LAM P.BRANCO 117-C  231 ; 29,67 
303421; SALMON MONO NUTRIBOM(AM)  16/26 ; 23,03 
303422; AZUL MONO LAM 2187-C   ; 39,70 
303423; VERDE MONO LAM 2294-C  5/23 ; 26,24 
303424; VERDE MONO LAM 2258-C  4/24 ; 24,49 
303425; VERMELHO LAM PE BRANCO 186-C  235 ; 31,01 
303426; CINZA MONO LAM 2323-C  1/38 ; 18,45 
303427; VERMELHO LAM QUATREE(P1945)  4/26 ; 25,04 
303428; VERMELHO RES.QUÍMICA PET 1795-C ; 34,98 
303429; VERDE LAM S/BRANCO 338-C  6/4 ; 23,36 
303430; AMARELO LAM S/BRANCO 129-C  3/30 ; 25,33 
303431; LARANJA RES.QUÍMICA 1655-C ; 39,66 
303432; LARANJA LAM P.BRANCO 1655-C  7/36 ; 36,16 
303433; VERMELHO MONO EXTERNO 704-C ; 25,64 
303434; VERMELHO LAM PE BRANCO 179-C  23 ; 31,16 
303435; ROSA LAM 7423-C  14/39 ; 44,51 
303436; ROSA LAM 811-C 10/29 ; 19,89 
303437; AMARELO LAM PE BRANCO 1265-C 12/28 ; 26,94 
303438; LARANJA LAM RESISTÊNCIA MIGRAÇÃO 165-C ; 53,62 
303439; VERMELHO LAM DE HEUS(P7622)  4/8 ; 29,89 
303440; ROSA MONO LAM 2450-C  253 ; 64,67 
303441; VERMELHO  PE TRANSP.  7626-C  132 ; 29,32 
303442; MARROM MONO EXTERNO 4975-C ; 24,72 
303443; VERDE MONO EXTERNO 2299-C ; 24,03 
303444; CINZA EXTERNO COOL GRAY 10-C ; 22,80 
303445; OCRE EXTERNO PE TRANSP 466-C ; 18,08 
303446; AZUL MONO LAM 2370-C  13/3 ; 44,68 
303448; MARROM EXTERNO 7412-C ; 24,71 
303449; VERDE MONO EXTERNO 3292-C ; 25,97 
303450; VINHO RESISTÊNCIA QUÍMICA 505-C ; 29,13 
303451; LILAS RESISTÊNCIA QUÍMICA 2617-C ; 59,40 
303452; CINZA MONO EXTERNO 428-C ; 20,24 
303453; VERDE MONO CEREAL 2300-C ; 20,94 
303454; AZUL LAM PE BRANCO 3115-C  6/9 ; 25,73 
303455; AZUL LAM PE BRANCO 293-C  6/5 ; 44,43 
303456; VERDE LAM VACARIA(P376)  74 ; 28,78 
303457; VERDE LAM VACARIA(P7740)  33 ; 24,71 
303458; ROSA LAM PE BRANCO 247-C  4/4 ; 79,58 
303459; LARANJA EXTERNO PE BRANCO 021-C ; 31,57 
303460; LARANJA LAM PE TRANSP.021-C  57 ; 34,35 
303461; AZUL LAM PET 298-C  1/7 ; 26,58 
303462; AZUL LAM PE BRANCO 294-C  4/31 ; 41,50 
303463; VERMELHO CEREAL 202-C ; 22,01 
303464; VERDE CEREAL 3275-C ; 28,54 
303465; AMARELO MONO LAM 2010-C  13/30 ; 32,29 
303466; OCRE MONO LAM 7501-C  12/20 ; 20,15 
303467; AZUL RESISTÊNCIA QUÍMICA 7700-C ; 34,29 
303468; VINHO MONO LAM 7645-C 21/03 ; 42,17 
303469; AZUL MONO LAM 2745-C 13/26 ; 43,50 
303470; AZUL MONO LAM 2056-C ; 27,44 
303471; VERDE RESISTÊNCIA QUÍMICA 359-C ; 19,38 
303472; VERDE RESISTÊNCIA QUÍMICA 7489-C ; 24,03 
303473; OURO LAM CHAPADO GRASP(AM)  1/22 ; 33,74 
303474; OCRE MONO EXTERNO 7599-C ; 21,75 
303475; LILAS MONO LAM 246-C  6/37 ; 72,19 
303476; AZUL EXTERNO SUPER GOLF-C ; 40,48 
303477; OURO LAM VÓ NEUZA(AM)  10/7 ; 31,65 
303478; VERMELHO LAM PET 200-C  11/9 ; 27,95 
303479; AMARELO RESISTÊNCIA QUÍMICA YELLOW-C ; 31,51 
303480; AZUL MONO EXTERNO 534-C ; 32,54 
303481; OCRE MONO LAM 146-C 12/27 ; 33,64 
303482; ROSA MONO LAM 708-C  23/6 ; 24,62 
303483; MARROM CEREAL 1605-C ; 21,51 
303484; AZUL MONO CEREAL 7687-C ; 25,74 
303485; VERDE CEREAL 368-C ; 29,51 
303486; VERDE CEREAL 350-C ; 30,77 
303487; LILAS CEREAL 2582-C ; 46,33 
303488; LILAS CEREAL 518-C ; 26,24 
303489; VERDE CEREAL 381-C ; 27,37 
303490; VERDE CEREAL 7498-C ; 27,14 
303491; LARANJA CEREAL 172-C ; 34,73 
303492; MARROM CEREAL 1815-C ; 31,69 
303493; OCRE MONO LAM 4025-C ; 21,65 
303494; AMARELO MONO EXTERNO 114-C ; 24,30 
303495; MARROM LAM RESISTÊNCIA MIGRAÇÃO 161-C ; 33,78 
303496; LARANJA LAM RESISTÊNCIA MIGRAÇÃO 137-C ; 31,31 
303497; MARROM MONO LAM 7526-C 8/9 ; 25,58 
303498; VERMELHO RES.QUIMICA PET 1805-C ; 29,21 
303499; VERDE MONO LAM 7709-C 130 ; 18,54 
303500; ROXO MONO CEREAL 2603-C ; 49,49 
303501; AMARELO MONO CEREAL 116-C ; 31,27 
303502; AMARELO MONO CEREAL 107-C ; 28,91 
303503; LILAS MONO CEREAL 2597-C ; 52,89 
303504; LILAS MONO CEREAL 2071-C ; 22,34 
303505; VERMELHO EXTERNO PE TRANSP.185-C ; 35,93 
303506; LARANJA LAM PE BRANCO 166-C  6/7 ; 32,65 
303507; OURO LAM FLINT TRAÇO GOLDEN-C  102 ; 43,95 
303508; OURO LAM FLINT RETÍCULA GOLDEN-C  7/35 ; 43,95 
303509; OURO MONO LAM ELITE(P871)  79 ; 43,91 
303510; OURO MONO LAM JERONIMO-C  19 ; 46,18 
303511; AMARELO LAM P.BRANCO 2012-C  39 ; 28,95 
303512; ROSA MONO LAM 2022-C  7/37 ; 22,54 
303513; ROSA MONO LAM 510-C  214 ; 30,25 
303514; ROSA MONO LAM 2365-C HUBER 140 ; 30,53 
303515; LILAS RESISTÊNCIA QUÍMICA 265-C ; 42,89 
303516; AZUL LAM PE TRANSP.2372-C  16/3 ; 40,90 
303517; AZUL MONO LAM 2169-C  191 ; 19,97 
303518; VERMELHO LAM MORENINHA-C  6/42 ; 33,92 
303519; AZUL LAM PE TRANSP. 2745-C  7/41 ; 54,32 
303520; VERDE MONO LAM 4160-C  7/42 ; 26,71 
303521; AZUL LAM INTEGRAL CORADINI-C  129 ; 33,15 
303522; LARANJA LAM LOGO DONA CHICA(AM)  205 ; 26,71 
303523; OURO LAM PARBO ITAGUARY-C  22/5 ; 33,67 
303524; VERDE EXTERNO PANUTRI(AM) ; 28,14 
303525; ROSA MONO LAM 2345-C 9/41 ; 24,55 
303526; AZUL LAM P.BRANCO 3584-C  17/8 ; 47,27 
303527; VERDE RESISTÊNCIA QUÍMICA 7485-C ; 18,43 
303528; MARROM MONO LAM 1545-C 13/43 ; 29,83 
303529; VERMELHO LAM P.BRANCO 2350-C  7 ; 32,51 
303530; AMARELO MONO CEREAL 7406-C ; 30,39 
303531; VERDE LAM CLARO FAIXA PEZZI-C  20/09 ; 22,20 
303532; MARROM MONO CEREAL 483-C ; 31,09 
303533; AZUL MONO CEREAL 306-C ; 25,68 
303534; AMARELO MONO CEREAL 137-C ; 33,16 
303535; MARROM MONO CEREAL 1405-C ; 28,20 
303536; VERDE MONO CEREAL 362-C ; 27,76 
303537; VERDE MONO CEREAL 359-C ; 21,83 
303538; CINZA MONO CEREAL 2336-C ; 22,95 
303539; VERDE MONO CEREAL 319-C ; 23,18 
303540; VERDE MONO CEREAL 3165-C ; 25,89 
303541; ROSA MONO LAM 203-C  1/37 ; 23,85 
303542; OCRE LAM RESISTÊNCIA MIGRAÇÃO 466-C ; 18,78 
303543; AZUL LAM RESISTÊNCIA MIGRAÇÃO 5255-C ; 39,34 
303544; AZUL LAM RESISTÊNCIA MIGRAÇÃO 2105-C ; 39,25 
303545; AZUL LAM RESISTENCIA MIGRACÃO 2767-C ; 35,64 
303546; VERMELHO LAM PE TRANSP.186-C  8/21 ; 31,52 
303547; VERDE LAM ARROZ CARRETEIRO-C  5/32 ; 26,75 
303548; VINHO LAM P.BRANCO 222-C  16/2 ; 30,38 
303549; VERDE LAM P.BRANCO 349-C  16/40 ; 28,19 
303550; OCRE LAM P.BRANCO 467-C  172 ; 23,63 
303551; CINZA LAM PANTONE BLACK 5-C  15/41 ; 27,12 
303552; AMARELO EXTERNO RES.MIGRAÇÃO 116-C ; 31,00 
303553; VERMELHO EXTERNO RES.MIGRAÇÃO RED 032-C ; 74,00 
303554; AZUL EXTERNO RES.MIGRAÇÃO REFLEX BLUE-C ; 41,75 
303555; VERNIZ 0131 HUBER+2%ALTA PERFORMANCE ; 25,29 
303556; AZUL MONO EXTERNO 2117-C ; 23,75 
303557; AZUL MONO EXTERNO 547-C ; 27,70 
303558; OCRE MONO LAM 4023-C  17/41 ; 18,94 
303559; VERMELHO LAM RESISTÊNCIA MIGRAÇÃO 193-C ; 54,90 
303560; VERMELHO LAM PE TRANSP.7621-C  15/42 ; 32,20 
303561; OCRE LAM PE TRANSP.1255-C  16/42 ; 28,36 
303562; VERMELHO RESISTÊNCIA QUÍMICA 1797-C ; 33,33 
303563; MARROM RESISTÊNCIA QUÍMICA 696-C ; 27,25 
303564; OCRE MONO LAM 118-C  5/42 ; 29,86 
303565; AZUL LAM P.BRANCO 3015-C  6/8 ; 27,70 
303566; AMARELO LAM P.BRANCO 124-C  14/7 ; 27,32 
303567; VINHO LAM P.BRANCO 202-C  14/38 ; 27,21 
303568; VERDE EXTERNO P.BRANCO 329-C ; 24,76 
303569; AZUL LAM P.BRANCO 2112-C  14/41 ; 42,66 
303570; AZUL MONO LAM PET 294-C  14/42 ; 35,47 
303571; VERMELHO RESISTÊNCIA QUÍMICA 7626-C ; 29,48 
303572; CINZA RESISTÊNCIA QUÍMICA 4218-C ; 17,70 
303573; AMARELO RESISTÊNCIA QUÍMICA 109-C ; 31,50 
303574; AZUL RESISTÊNCIA QUÍMICA 295-C ; 43,64 
303575; VERDE LAM PE TRANSP.7726-C  17/42 ; 27,30 
303576; AZUL MONO LAM 275-C  1/42 ; 53,69 
303577; VINHO MONO LAM 4102-C  20 ; 24,58 
303578; AZUL LAM RESISTÊNCIA MIGRAÇÃO 288-C ; 35,64 
303579; LARANJA LAM PET 4010-C  11/41 ; 32,49 
303580; OURO FLINT LAM BEM ESTAR (AM)  19/7 ; 44,65 
303581; VERMELHO RESISTÊNCIA QUÍMICA 2347-C ;
303582; LILÁS RESISTÊNCIA QUÍMICA 255-C ; 43,88 
303583; CINZA RESISTÊNCIA QUÍMICA 428-C ; 19,85 
303584; VERDE MONO LAM 631-C  90 ; 17,81 
303585; CINZA MONO LAM 4278-C 226 ;
303586; AZUL MONO LAM 6121-C  216 ; 25,11 
303587; LILAS MONO LAM PET 227-C  204 ; 23,88 
303588; VERDE LAM P.BRANCO 7476-C 19/5 ; 27,51 
303589; CINZA LAM CORADINI(AM)  5/34 ;
303590; LARANJA LAM COGRAN(AM)  7/31 ; 31,71 
303591; OCRE MONO CEREAL 4023-C ;
303592; VERMELHO RESISTÊNCIA QUÍMICA 2350-C ; 34,93 
303593; PRETO LAM P.BRANCO BLACK 6-C  1/21 ; 31,56 
303594; LARANJA LAM P.BRANCO 1645-C  24/7 ; 30,00 
303595; VERDE LAM PET 356-C  18/9 ; 27,36 
303596; VERDE LAM PERCANE(AM)  194 ; 24,42 
303597; VERDE LAM PE TRANSP.349-C  196 ; 30,98 
303598; LARANJA MONO LAM 2026-C  203 ; 24,34 
303599; CINZA MONO LAM COOL GRAY 6-C 16/8 ;
303600; VERDE MONO LAM 2252-C  7/27 ; 26,39 
303601; VERDE LAM PIG.PRETO 7723-C  67 ;
303602; VERDE LAM PIG.PRETO 7477-C  12/2 ;
303603; VERDE LAM PIG.PRETO 2217-C   125 ;
303604; VERDE MONO LAM 2267-C 5/31 ;
303605; VERDE MONO LAM 2239-C  7/7 ;
303606; ROSA MONO LAM 1915-C 23/02 ;
303607; AZUL LAM P.BRANCO 305-C  17/39 ;
303608; VERDE MONO LAM 2414-C  80 ;
303609; VERDE MONO LAM 7733-C  10/8 ;
303610; VERDE LAM PE TRANSP.348-C  206 ; 27,43 
303611; CINZA MONO LAM 423-C 8/7 ;
303612; AZUL LAM CARRETEIRO(AM)  9/23 ; 32,58 
303613; LARANJA LAM P.BRANCO 4010-C  9/42 ;
303614; LILAS MONO LAM 2385-C  1/27 ; 57,39 
303615; LARANJA MONO LAM 7580-C  8/5 ;
303616; VERDE MONO LAM 3561-C  8/32 ;
303617; VERDE MONO LAM 3539-C  7/26 ;
303620; AMARELO MONO LAM 114-C  14/23 ; 24,01 
303627; VINHO LAM PET 222-C  6/31 ; 25,39 
303628; LARANJA LAM 3588-C  17/30 ; 28,47 
303629; VERDE MONO EXTERNO 3537-C ; 28,85 
303630; MARROM MONO EXTERNO 7531-C ;
303631; OCRE EXTERNO 9226-C ; 19,67 
303632; OCRE MONO LAM 9226-C 157 ; 18,76 
303633; ROSA MONO LAM 7604-C  10/43 ;
303634; VERDE MONO EXTERNO 562-C ; 23,78 
303636; MARROM MONO LAM 7506-C  23/8 ;
303637; LILÁS LAM P.BRANCO 266-C  HUBER 9/33 ; 61,52 
303638; AZUL LAM URBANO PE 2767-C  15/34 ;
303639; AMARELO LAM 3514-C  11/35 ;
303640; OCRE LAM ARROZ PRÍNCIPE-C  160 ;
303641; VERDE MONO LAM 2273-C  3/6 ;
303642; VERDE MONO LAM 5757-C 5/40 ;
303643; VERMELHO EXTERNO P.BRANCO 185-C ; 46,01 
303644; VINHO LAM P.BRANCO 7421-C  9/38 ;
303645; AZUL EXTERNO 3591-C ; 34,54 
303646; AMARELO LAM P.BRANCO 130-C  2/21 ;
303647; OCRE MONO LAM 4026-C ;
303648; AZUL RES.MIGRAÇÃO LOGO VALE DO PARDO-C ; 34,35 
303649; CYAN RES.MIGRAÇÃO CHAPADO VALE PARDO-C ; 33,70 
303650; VERDE RESISTÊNCIA QUÍMICA 2280-C ;
303651; VERDE LAM BOPP FOSCO 338-C  12/30 ; 22,91 
303652; AZUL LAM BLUE VALE PARBO(AM)  9/7 ;
303653; LARANJA LAM BLUE VALE PARBO(AM)  105 ;
303654; MARROM MONO LAM 731-C 89 ;
303655; MARROM LAM PE TRANSP. 723-C  60 ;
303656; LARANJA LAM PE TRANSP.158-C  7/9 ;
303657; AZUL LAM PE TRANSP.072-C  20/7 ; 43,72 
303658; AMARELO EXTERNO 3514-C ; 27,55 
303659; OCRE MONO LAM 719-C 17/35 ;
303660; OURO LAM INTEGRAL BIJU-C  42 ; 45,70 
303661; VERDE RES.QUÍMICA TRAÇO AZEITONA-C ; 32,23 
303662; VERMELHO RESISTÊNCIA QUÍMICA 3546-C ; 33,99 
303663; VERDE RES.QUÍMICA TIO PACO-C ; 31,44 
303664; AMARELO LAM PE TRANSP.7408-C  22/4 ;
303665; VERDE LAM PE TRANSP.355-C  4/29 ;
303666; VERDE MONO LAM 7717-C  8/40 ;
303667; AZUL MONO LAM 801-C ;
303668; OCRE MONO LAM 7500-C  12/32 ;
303669; MARROM MONO LAM 7412-C  5/38 ;
303670; MARROM MONO LAM 7593-C 267 ;
303671; OCRE MONO LAM 7556-C 8/31 ;
303673; VERMELHO MONO LAM 1792-C ;
303674; AZUL MONO EXTERNO 635-C ; 19,45 
303675; OCRE MONO EXTERNO 7614-C ; 20,19 
303676; VERDE MONO LAM 3529-C  17/29 ;
303677; VERMELHO LAM P.BRANCO 1945-C  26 ;
303678; AZUL LAM P.BRANCO 299-C  26/4 ; 22,92 
303679; AMARELO LAM P.BRANCO 129-C  26/5 ; 25,85 
303680; AZUL LAM P.BRANCO 541-C  26/6 ;
303681; VERMELHO LAM BOPP 185-C  26/7 ;
303682; AZUL LAM P.BRANCO 7463-C  26/8 ;
303683; VERDE EXTERNO 2272-C ; 24,99 
303684; OURO EXTERNO HAAS-C ; 44,51 
